NameCity,Population,Violent,Murder,Robbery,Burglary,Arson,Years,Rape,Assault,PropertyCrime,Theft
McFarland,12288,65,1,18,88,12,2013,2,44,274,58
Mendota,11472,38,1,15,75,18,2013,1,21,294,176
Menifee,82634,99,3,21,391,3,2013,6,69,1680,979
Menlo Park,33146,53,0,18,180,3,2013,3,32,644,436
Merced,81329,556,5,133,644,104,2013,19,399,2647,1608
Mill Valley,14239,11,0,2,78,0,2013,0,9,229,143
Milpitas,69522,93,1,56,291,8,2013,8,28,2067,1491
Mission Viejo,95895,62,0,22,156,4,2013,4,36,998,802
Modesto,204252,1704,14,450,2251,62,2013,72,1168,9989,6349
Monrovia,37071,57,0,23,128,0,2013,1,33,806,592
Montague,1411,2,0,0,5,1,2013,0,2,16,11
Montclair,37785,187,2,79,288,14,2013,11,95,1623,962
Montebello,63566,183,2,81,711,47,2013,11,89,1756,549
Monterey,29338,120,1,38,220,2,2013,10,71,1108,835
Monterey Park,61152,104,0,60,316,0,2013,8,36,1162,637
Monte Sereno,3491,1,0,0,14,0,2013,1,0,33,18
Moorpark,35264,37,0,7,68,3,2013,3,27,409,315
Moraga,16664,11,0,0,37,1,2013,4,7,150,92
Moreno Valley,201284,638,10,312,1822,4,2013,31,285,5872,3224
Morgan Hill,39907,63,1,10,162,2,2013,11,41,676,416
Morro Bay,10412,31,0,1,57,1,2013,3,27,171,105
Mountain View,77399,157,0,32,294,4,2013,13,112,1706,1277
Mount Shasta,3309,5,0,2,14,0,2013,0,3,69,48
Murrieta,107768,70,1,21,285,8,2013,10,38,1640,1149
Napa,78761,255,2,47,304,16,2013,26,180,1409,975
National City,59637,314,1,137,286,7,2013,11,165,1890,1189
Needles,4932,15,1,5,88,1,2013,1,8,208,88
Nevada City,3039,26,0,1,36,0,2013,3,22,129,78
Newark,43950,123,1,40,231,2,2013,9,73,1062,658
Newman,10691,36,0,4,38,2,2013,0,32,198,124
Newport Beach,87639,73,2,13,454,11,2013,7,51,2158,1600
Norco,27497,42,1,7,149,3,2013,2,32,594,367
Norwalk,106518,407,6,150,420,10,2013,16,235,2246,1262
Novato,53735,107,0,30,215,20,2013,5,72,836,496
Oakdale,21340,50,0,14,239,2,2013,9,27,826,503
Oakland,403887,7984,90,4922,5058,140,2013,180,2792,25176,13285
Oakley,37824,70,0,19,137,3,2013,4,47,497,266
Oceanside,172525,634,9,182,677,24,2013,41,402,4494,3417
Ojai,7585,14,0,3,15,2,2013,4,7,103,80
Ontario,168144,453,9,167,830,28,2013,31,246,4507,2586
Orange,140304,147,4,64,473,15,2013,8,71,2418,1673
Orange Cove,9750,212,0,8,272,0,2013,15,189,880,483
Orinda,18520,10,0,0,103,0,2013,0,10,214,103
Orland,7420,27,0,5,52,3,2013,3,19,175,107
Oroville,15581,78,2,26,258,10,2013,10,40,1011,593
Oxnard,202594,651,15,328,974,36,2013,10,298,5074,3436
Pacifica,38494,66,0,7,114,3,2013,8,51,546,361
Pacific Grove,15518,22,0,7,84,5,2013,2,13,308,207
Palmdale,156522,759,10,257,1049,28,2013,27,465,3344,1928
Palm Desert,50456,110,2,30,572,4,2013,7,71,2215,1511
Palm Springs,46282,255,0,99,712,9,2013,19,137,2350,1342
Palo Alto,66964,54,0,29,242,10,2013,4,21,1483,1174
Palos Verdes Estates,13658,6,0,0,54,2,2013,1,5,147,89
Paradise,26222,68,1,7,214,0,2013,11,49,530,242
Paramount,54868,222,3,122,266,7,2013,8,89,1633,863
Parlier,14856,91,2,18,111,15,2013,6,65,375,156
Pasadena,139003,434,3,162,939,27,2013,25,244,3779,2553
Paso Robles,30795,103,2,6,211,4,2013,8,87,848,595
Patterson,20733,41,1,26,206,3,2013,2,12,631,327
Perris,72171,241,6,102,489,3,2013,1,132,2038,1067
Petaluma,59224,179,0,31,159,12,2013,17,131,1013,778
Pico Rivera,63710,207,3,65,262,11,2013,7,132,1521,924
Piedmont,10963,20,0,13,116,2,2013,0,7,292,126
Pinole,18848,69,2,30,128,2,2013,9,28,685,475
Pismo Beach,7824,22,0,3,146,0,2013,5,14,317,159
Pittsburg,66387,185,4,111,567,5,2013,2,68,2022,826
Placentia,52002,66,2,16,173,1,2013,6,42,784,531
Placerville,10339,63,0,7,92,0,2013,3,53,294,172
Pleasant Hill,34044,55,0,40,206,3,2013,1,14,1469,1110
Pleasanton,72975,60,0,29,185,10,2013,3,28,1281,979
Pomona,151366,809,29,295,847,17,2013,31,454,4394,2591
Porterville,55267,194,8,44,472,5,2013,8,134,1506,801
Port Hueneme,21910,57,1,11,112,1,2013,4,41,405,251
Poway,49444,90,0,16,170,2,2013,8,66,575,360
Rancho Cordova,67634,352,5,101,478,2,2013,11,235,2202,1499
Rancho Cucamonga,172262,331,1,128,1374,17,2013,14,188,3824,1972
Rancho Mirage,17816,26,0,8,156,0,2013,1,17,636,443
Rancho Palos Verdes,42542,30,0,7,175,0,2013,1,22,580,369
Rancho Santa Margarita,49190,17,0,6,77,1,2013,3,8,290,200
Red Bluff,14170,146,3,19,291,3,2013,9,115,938,570
Redding,91035,585,2,146,742,5,2013,49,388,3774,2483
Redlands,70282,215,2,84,605,21,2013,15,114,3020,2047
Redondo Beach,67993,160,1,43,309,1,2013,4,112,1588,1146
Redwood City,79707,190,1,66,507,13,2013,26,97,1871,1138
Reedley,25018,157,0,25,173,1,2013,7,125,529,244
Rialto,102520,434,4,192,798,20,2013,19,219,2717,1148
Richmond,107341,1112,16,407,1631,23,2013,35,654,4826,1685
Ridgecrest,28537,154,4,24,212,11,2013,9,117,570,313
Rio Dell,3368,11,0,0,21,0,2013,0,11,46,22
Rio Vista,7622,32,0,4,113,2,2013,3,25,245,117
Ripon,14802,15,0,5,66,1,2013,1,9,342,253
Riverbank,23474,37,0,13,208,1,2013,1,23,685,400
Riverside,316423,1330,10,495,1978,75,2013,78,747,10608,6912
Rocklin,59621,62,0,17,273,6,2013,5,40,1011,678
Rohnert Park,41326,180,1,24,136,4,2013,16,139,687,487
Rolling Hills,1894,0,0,0,5,0,2013,0,0,11,6
Rolling Hills Estates,8229,3,0,1,29,0,2013,0,2,118,82
Rosemead,54587,149,0,65,288,3,2013,6,78,1067,615
Roseville,126236,261,1,64,482,17,2013,13,183,3343,2623
Ross,2447,1,0,0,21,0,2013,0,1,48,24
Sacramento,478182,3137,34,1158,3886,164,2013,95,1850,17980,11233
Salinas,155742,1001,24,451,1148,36,2013,36,490,5356,2720
San Bernardino,214322,1949,45,794,2673,87,2013,74,1036,9389,4025
San Bruno,42495,102,1,35,131,1,2013,8,58,1002,780
San Clemente,65295,56,0,21,209,2,2013,3,32,844,582
Sand City,344,3,0,0,14,0,2013,0,3,99,81
San Diego,1349306,5303,39,1456,6355,178,2013,316,3492,31728,19230
San Dimas,33854,65,0,18,176,1,2013,4,43,706,463
San Fernando,23955,85,0,28,69,2,2013,2,55,399,258
San Francisco,833863,7064,48,4202,5931,227,2013,161,2653,48324,36527
San Gabriel,40287,103,1,31,175,1,2013,5,66,724,493
Sanger,24649,146,2,25,179,1,2013,15,104,726,433
San Jacinto,45714,124,5,64,469,0,2013,6,49,1805,1092
San Jose,992143,3215,38,1095,5173,133,2013,270,1812,25510,12411
San Juan Capistrano,35585,57,0,13,115,2,2013,0,44,439,302
San Leandro,87490,394,3,251,761,10,2013,26,114,3960,2287
San Luis Obispo,46095,161,0,26,328,44,2013,34,101,1775,1384
San Marcos,87712,214,0,62,299,7,2013,19,133,1400,931
San Marino,13308,20,0,3,83,0,2013,2,15,224,140
San Mateo,100440,239,0,85,309,12,2013,29,125,2065,1601
San Pablo,29893,200,0,102,305,4,2013,2,96,1170,512
San Rafael,58725,206,0,77,366,19,2013,26,103,1812,1114
San Ramon,74434,27,0,14,171,10,2013,0,13,760,485
Santa Ana,332848,1121,13,463,803,33,2013,51,594,6425,4163
Santa Barbara,90006,362,2,82,459,17,2013,32,246,2670,2091
Santa Clara,120150,172,0,55,461,18,2013,13,104,3023,2169
Santa Clarita,204951,276,2,97,704,17,2013,19,158,2713,1760
Santa Cruz,62517,407,4,85,552,21,2013,33,285,3163,2383
Santa Fe Springs,16936,75,0,28,135,2,2013,3,44,1206,830
Santa Maria,102051,490,3,122,647,13,2013,34,331,2934,1557
Santa Monica,92488,324,7,120,573,21,2013,27,170,3544,2806
Santa Paula,30159,108,6,33,103,6,2013,6,63,536,358
Santa Rosa,171564,541,3,105,638,25,2013,42,391,3506,2559
Santee,55924,156,0,31,170,3,2013,5,120,1165,888
Saratoga,30897,14,0,4,89,2,2013,3,7,222,123
Sausalito,7066,10,0,2,71,1,2013,2,6,309,226
Scotts Valley,11694,11,0,2,56,3,2013,1,8,287,220
Seal Beach,24798,16,0,8,93,1,2013,1,7,462,336
Seaside,34147,120,4,21,150,0,2013,7,88,591,390
Sebastopol,7570,23,0,3,55,4,2013,2,18,146,83
Selma,23935,191,0,35,218,2,2013,10,146,1056,589
Shafter,17139,58,1,13,209,8,2013,7,37,545,251
Sierra Madre,11048,13,0,1,58,0,2013,1,11,129,65
Signal Hill,11240,32,0,14,95,2,2013,2,16,554,379
Simi Valley,126215,132,3,31,344,16,2013,9,89,1709,1233
Solana Beach,13239,27,0,5,93,0,2013,1,21,294,180
Soledad,26637,73,0,15,105,0,2013,6,52,252,100
Solvang,5373,7,0,0,21,0,2013,3,4,70,45
Sonoma,10912,38,0,11,63,1,2013,3,24,212,139
Sonora,4774,13,0,6,74,11,2013,2,5,304,213
South El Monte,20354,88,1,35,117,4,2013,4,48,444,208
South Gate,95591,496,2,223,406,6,2013,15,256,2698,1379
South Lake Tahoe,21243,116,3,16,171,2,2013,8,89,585,368
South Pasadena,25937,29,0,16,170,20,2013,3,10,568,347
South San Francisco,66157,118,0,39,268,25,2013,5,74,1188,739
Stallion Springs,2562,9,0,0,1,0,2013,0,9,16,15
Stanton,39128,112,1,45,137,3,2013,8,58,702,409
St. Helena,5934,6,0,0,25,0,2013,0,6,72,45
Stockton,299796,3622,32,1088,4189,88,2013,91,2411,15080,8748
Suisun City,28805,64,1,35,132,2,2013,3,25,630,379
Sunnyvale,148160,144,4,51,574,14,2013,16,73,2434,1456
Susanville,16270,83,2,11,148,6,2013,3,67,384,215
Sutter Creek,2445,4,0,0,15,1,2013,0,4,58,40
Taft,8839,60,0,0,84,0,2013,2,58,331,210
Tehachapi,13607,41,0,7,183,0,2013,5,29,385,174
Temecula,106680,91,3,39,711,9,2013,11,38,2848,1897
Temple City,36269,48,1,11,179,0,2013,5,31,476,264
Thousand Oaks,128884,139,0,42,291,12,2013,7,90,1604,1222
Tiburon,9133,2,0,0,19,0,2013,0,2,87,68
Torrance,147534,187,1,76,591,6,2013,16,94,2786,1833
Tracy,85174,152,0,57,353,12,2013,7,88,2236,1648
Truckee,16146,18,0,2,67,3,2013,0,16,173,99
Tulare,61424,430,6,77,909,23,2013,15,332,2613,1333
Tulelake,987,1,0,0,4,0,2013,0,1,8,4
Turlock,70075,310,2,80,627,44,2013,12,216,2630,1578
Tustin,78836,100,1,36,213,5,2013,6,57,1473,1147
Twentynine Palms,25914,74,2,5,153,1,2013,9,58,353,159
Ukiah,15874,116,0,15,190,2,2013,8,93,564,347
Union City,72480,218,2,92,416,4,2013,3,121,1634,886
Upland,75640,163,0,67,589,4,2013,9,87,2234,1246
Vacaville,94347,201,1,66,267,17,2013,14,120,2096,1598
Vallejo,118336,1019,25,424,2972,54,2013,30,540,5734,1553
Ventura,108204,262,6,99,745,20,2013,21,136,4027,3025
Vernon,115,22,0,13,28,0,2013,0,9,321,187
Victorville,121699,651,9,202,1461,20,2013,36,404,4165,2067
Villa Park,5959,6,0,0,30,3,2013,0,6,86,56
Visalia,127824,500,8,156,1218,5,2013,31,305,4853,3016
Vista,96712,445,1,140,390,6,2013,28,276,2045,1326
Walnut,30279,37,0,10,220,0,2013,1,26,463,207
Walnut Creek,66149,78,0,31,364,1,2013,4,43,2161,1634
Waterford,8590,29,2,4,78,0,2013,1,22,224,104
Watsonville,52076,237,3,71,218,9,2013,20,143,1308,824
Weed,2927,26,0,3,33,0,2013,6,17,110,74
West Covina,107867,231,1,106,615,2,2013,2,122,3370,2254
West Hollywood,34902,216,0,68,292,2,2013,14,134,1435,1044
Westlake Village,8440,11,0,3,40,1,2013,1,7,148,102
Westminster,91885,283,0,84,420,8,2013,13,186,2476,1720
Westmorland,2279,2,0,1,2,0,2013,1,0,6,4
West Sacramento,49751,205,1,98,380,9,2013,16,90,1483,894
Wheatland,3522,0,0,0,16,0,2013,0,0,49,28
Whittier,86450,223,3,73,455,4,2013,17,130,2383,1675
Wildomar,33453,40,0,11,166,1,2013,2,27,536,287
Williams,5176,5,0,3,24,1,2013,0,2,67,35
Willits,4832,30,0,1,6,2,2013,1,28,61,35
Willows,6122,17,0,3,54,0,2013,2,12,179,116
Windsor,27249,105,0,8,52,4,2013,9,88,269,209
Winters,6992,8,1,3,27,2,2013,0,4,115,76
Woodlake,7417,10,1,1,39,0,2013,1,7,134,79
Woodland,56523,272,1,48,510,34,2013,16,207,1942,1238
Yorba Linda,67492,30,0,6,172,1,2013,5,19,700,482
Yountville,2969,1,0,0,17,0,2013,1,0,57,34
Yreka,7639,49,1,2,71,2,2013,2,44,278,193
Yuba City,65133,174,2,39,438,16,2013,15,118,1980,1210
Yucaipa,52524,107,0,31,262,13,2013,7,69,926,534
Yucca Valley,21214,86,3,15,141,2,2013,7,61,429,234
Adelanto,31213,189,3,37,422,11,2014,18,131,790,257
Agoura Hills,20767,17,0,3,66,1,2014,5,9,234,156
Alameda,77048,145,1,62,236,17,2014,9,73,1723,1154
Albany,19350,31,0,24,105,0,2014,3,4,478,319
Alhambra,84931,168,1,83,316,4,2014,19,65,1743,1203
Aliso Viejo3,50671,35,1,5,45,1,2014,5,24,273,211
Alturas,2615,29,4,1,32,1,2014,3,21,89,51
American Canyon ,20379,55,0,16,98,0,2014,2,37,568,439
Anaheim,346956,1101,14,418,1301,23,2014,79,590,8196,5620
Anderson,10176,96,1,11,100,0,2014,10,74,617,440
Antioch,108223,849,9,320,1317,43,2014,54,466,4190,1850
Apple Valley,71329,212,2,53,573,33,2014,18,139,1654,866
Arcadia,57950,60,1,24,276,2,2014,7,28,1159,839
Arcata,17748,78,0,19,144,15,2014,13,46,702,499
Arroyo Grande,17829,52,0,7,82,2,2014,1,44,356,243
Artesia,16788,49,0,26,86,1,2014,1,22,294,160
Arvin,20541,177,2,19,165,14,2014,4,152,483,230
Atascadero,29268,72,0,8,102,3,2014,12,52,448,317
Atherton,7221,3,0,0,31,0,2014,1,2,75,42
Atwater,28961,182,0,25,240,2,2014,9,148,1024,684
Auburn,14042,44,1,8,65,1,2014,2,33,295,193
Avalon,3784,20,0,1,25,1,2014,3,16,89,55
Avenal,13914,18,0,7,53,1,2014,0,11,154,79
Azusa3,48224,165,0,30,270,8,2014,12,123,1065,665
Bakersfield,367406,1678,17,660,4065,372,2014,21,980,14595,8247
Baldwin Park,76933,219,2,56,317,9,2014,7,154,1342,709
Banning,30699,128,1,16,248,0,2014,23,88,619,243
Barstow,23349,217,1,52,328,7,2014,11,153,781,307
Bear Valley,5379,2,0,0,8,0,2014,1,1,129,119
Beaumont,41323,71,0,19,171,2,2014,8,44,974,707
Bell,36059,217,1,73,156,0,2014,19,124,718,418
Bellflower,77830,293,2,97,411,7,2014,8,186,1623,829
Bell Gardens,43089,108,2,41,107,4,2014,7,58,710,333
Belmont,26947,36,0,9,75,1,2014,9,18,372,266
Belvedere,2135,1,0,1,6,0,2014,0,0,36,28
Benicia,27766,26,0,8,145,8,2014,4,14,484,283
Berkeley,117753,431,3,263,932,15,2014,35,130,5102,3615
Beverly Hills,34788,111,0,45,251,12,2014,7,59,1071,774
Big Bear Lake,5148,44,0,6,103,2,2014,3,35,262,141
Biggs,1701,17,0,0,6,2,2014,0,17,22,13
Bishop,3860,27,0,0,33,0,2014,3,24,128,91
Blythe,19669,88,3,29,189,18,2014,4,52,748,537
Bradbury,1084,2,0,0,4,0,2014,0,2,9,5
Brawley,25695,69,2,10,223,15,2014,7,50,1020,729
Brea,41359,53,0,22,171,3,2014,5,26,1124,897
Brentwood,55826,102,0,49,177,3,2014,8,45,1250,954
Brisbane,4482,11,0,3,26,1,2014,1,7,133,94
Broadmoor,4343,10,0,1,17,0,2014,2,7,48,20
Buellton,4997,6,0,1,11,0,2014,0,5,71,54
Buena Park,83414,217,1,65,341,2,2014,13,138,2030,1411
Burbank,105041,150,1,55,296,12,2014,14,80,2426,1948
Burlingame,30161,47,0,12,240,4,2014,4,31,750,445
Calabasas,24325,19,0,6,81,5,2014,2,11,252,156
Calexico,39572,96,0,30,393,18,2014,7,59,1630,918
California City,13168,79,1,5,249,1,2014,8,65,481,210
Calimesa,8238,17,0,2,94,0,2014,0,15,259,145
Calistoga,5277,3,0,0,23,0,2014,0,3,73,45
Camarillo3,66272,72,0,21,154,14,2014,14,37,965,755
Campbell,40872,81,1,21,313,23,2014,14,45,1388,873
Canyon Lake,10987,13,0,3,18,2,2014,0,10,128,91
Capitola,10134,30,0,7,25,3,2014,2,21,627,574
Carlsbad,112297,204,1,44,331,5,2014,14,145,1731,1272
Carmel,3871,13,0,3,33,0,2014,1,9,104,68
Carpinteria,13654,19,0,1,49,1,2014,3,15,197,140
Carson,92838,339,9,115,460,6,2014,8,207,2116,1267
Cathedral City,53368,128,1,49,386,1,2014,11,67,1194,491
Central Marin,34450,34,0,13,264,0,2014,6,15,682,381
Ceres,46903,145,2,43,314,3,2014,11,89,1584,991
Cerritos,49867,86,0,50,293,3,2014,3,33,1525,1051
Chico,88562,340,1,100,483,70,2014,53,186,3213,2385
Chino,81600,186,0,42,418,9,2014,8,136,1816,1121
Chino Hills,76972,61,0,16,262,4,2014,6,39,1030,685
Chowchilla,17079,89,0,9,139,5,2014,1,79,332,160
Chula Vista,259894,612,7,214,613,35,2014,40,351,4524,3091
Citrus Heights,85758,389,1,89,459,8,2014,36,263,2691,1856
City of Angels,3716,7,0,0,21,2,2014,0,7,48,24
Claremont,36042,39,0,16,205,7,2014,4,19,853,607
Clayton,11646,4,0,2,48,1,2014,1,1,111,51
Clearlake,14914,97,2,16,282,8,2014,12,67,681,319
Cloverdale,8766,15,0,3,36,0,2014,3,9,171,120
Clovis,100705,216,1,48,791,12,2014,28,139,3064,2065
Coachella,43633,166,5,51,273,5,2014,3,107,1152,660
Coalinga,16445,121,0,6,78,11,2014,5,110,315,204
Colma,1503,12,0,5,16,0,2014,0,7,271,241
Colton3,53485,137,1,61,381,4,2014,8,67,1575,891
Colusa,5942,9,0,4,33,0,2014,0,5,105,62
Commerce,13033,77,0,34,85,11,2014,3,40,965,622
Compton,98224,1129,25,353,542,51,2014,27,724,2619,1366
Concord3,126744,465,3,166,832,8,2014,22,274,5196,3348
Corcoran,23057,86,0,5,105,3,2014,5,76,292,168
Corning,7569,35,0,8,84,3,2014,4,23,309,182
Corona,161128,171,0,68,541,23,2014,25,78,3440,2389
Coronado,23385,17,0,1,59,2,2014,2,14,545,445
Costa Mesa,112709,318,0,120,573,18,2014,45,153,3462,2583
Cotati,7424,33,0,0,22,0,2014,1,32,70,42
Covina,48681,110,0,48,243,10,2014,5,57,1108,731
Crescent City,7090,63,0,12,68,3,2014,5,46,191,111
Cudahy,24175,81,0,22,52,1,2014,4,55,332,207
Culver City3,39561,169,1,70,249,0,2014,6,92,1693,1335
Cupertino,60564,40,0,19,263,14,2014,4,17,1026,716
Cypress,49370,51,0,20,136,0,2014,3,28,752,547
Daly City3,105628,194,2,78,304,9,2014,17,97,1685,1110
Dana Point3,34244,71,0,7,61,2,2014,12,52,463,374
Danville,43685,17,0,1,108,0,2014,3,13,439,294
Davis,66360,84,0,25,277,15,2014,26,33,1455,1080
Delano,52224,215,12,57,365,34,2014,10,136,1486,690
Del Mar3,4305,18,0,0,30,0,2014,4,14,137,102
Del Rey Oaks,1683,1,0,0,8,0,2014,0,1,52,40
Desert Hot Springs,28086,168,7,51,483,3,2014,11,99,1160,423
Diamond Bar,56665,49,0,13,263,2,2014,6,30,722,400
Dinuba,23815,187,1,18,251,3,2014,4,164,933,553
Dixon,19103,53,0,21,60,2,2014,9,23,428,318
Dorris,899,5,0,1,4,0,2014,0,4,13,7
Dos Palos,5081,51,0,2,60,0,2014,2,47,155,76
Downey,113595,281,3,127,479,14,2014,15,136,2897,1626
Duarte,21817,54,0,12,69,0,2014,3,39,352,238
Dublin3,53795,70,0,19,184,1,2014,3,48,798,497
Dunsmuir,1569,5,0,0,8,0,2014,0,5,17,9
East Palo Alto,29377,124,5,55,193,6,2014,8,56,574,228
Eastvale,55504,59,0,17,206,6,2014,4,38,929,603
El Cajon,102838,327,4,134,496,8,2014,20,169,2252,1438
El Centro,43532,167,0,59,406,8,2014,12,96,2095,1544
El Cerrito,24485,77,0,43,158,8,2014,3,31,926,667
Elk Grove,162957,622,2,124,626,5,2014,32,464,3072,2237
El Monte,116220,333,2,164,462,5,2014,20,147,2213,1168
El Segundo,16990,48,0,15,161,12,2014,4,29,538,305
Emeryville,10972,117,0,60,129,2,2014,7,50,1603,1354
Encinitas3,62071,104,0,22,181,0,2014,12,70,908,642
Escalon,7281,10,0,2,41,2,2014,0,8,171,108
Escondido,149839,512,3,165,500,13,2014,35,309,3026,1994
Etna,715,0,0,0,1,0,2014,0,0,1,0
Eureka,26843,145,5,67,476,29,2014,20,53,2176,1532
Exeter,10524,47,0,3,87,2,2014,2,42,305,199
Fairfax,7647,16,0,1,22,1,2014,1,14,104,74
Fairfield,110300,519,6,201,656,10,2014,41,271,3873,2582
Farmersville,10752,52,2,5,46,1,2014,0,45,165,81
Ferndale,1360,3,0,0,8,0,2014,0,3,17,9
Fillmore3,15311,46,0,3,31,3,2014,1,42,122,75
Firebaugh,8238,75,0,2,79,6,2014,13,60,299,157
Folsom,73329,79,1,23,244,5,2014,8,47,1305,996
Fontana,204532,710,2,173,686,13,2014,39,496,3710,2191
Fort Bragg,7245,27,1,4,51,1,2014,0,22,256,188
Fort Jones,681,0,0,0,5,0,2014,0,0,16,8
Fortuna,11752,33,0,4,73,7,2014,9,20,496,402
Foster City,32836,14,0,2,81,2,2014,3,9,366,248
Fountain Valley,57024,86,0,21,196,1,2014,0,65,1023,759
Fowler,6032,49,0,4,55,2,2014,3,42,158,79
Fremont,227575,284,1,119,899,14,2014,20,144,3910,2417
Fresno,513187,2382,47,781,4721,259,2014,53,1501,21101,13277
Fullerton,139895,339,0,101,521,25,2014,55,183,3206,2380
Galt,24671,70,0,11,162,11,2014,11,48,574,362
Gardena,60233,276,1,164,335,8,2014,10,101,1389,785
Garden Grove,176106,406,5,124,646,24,2014,17,260,3098,1976
Gilroy,52415,197,2,60,236,2,2014,19,116,1486,1023
Glendale,197079,186,0,67,511,16,2014,9,110,3073,2294
Glendora,51292,66,1,14,176,7,2014,11,40,1241,984
Goleta,30669,35,0,1,121,3,2014,3,31,422,283
Gonzales,8459,37,0,3,27,1,2014,2,32,86,29
Grand Terrace,12405,18,0,7,53,2,2014,1,10,248,146
Grass Valley,12777,109,0,9,130,5,2014,5,95,676,498
Greenfield,16986,91,6,19,100,9,2014,5,61,319,150
Gridley,6558,88,0,1,45,3,2014,4,83,167,111
Grover Beach,13497,52,0,3,95,0,2014,5,44,324,208
Guadalupe,7260,10,0,0,13,0,2014,2,8,68,43
Gustine,5667,34,0,4,69,3,2014,1,29,161,69
Hanford,54824,305,1,31,259,7,2014,27,246,1857,1442
Hawaiian Gardens,14490,55,1,25,35,3,2014,1,28,183,90
Hawthorne,86670,658,6,336,537,7,2014,25,291,2588,1591
Hayward,153319,605,9,329,985,35,2014,53,214,4873,2444
Healdsburg,11569,19,0,2,44,0,2014,2,15,238,173
Hemet,82412,430,10,139,912,5,2014,31,250,3357,1957
Hercules,25026,27,0,16,60,0,2014,1,10,286,180
Hermosa Beach,19873,37,0,11,104,1,2014,7,19,543,407
Hesperia,92592,296,4,56,821,11,2014,18,218,2303,1107
Hidden Hills,1915,0,0,0,2,0,2014,0,0,12,8
Highland,54559,256,7,71,421,12,2014,17,161,1309,564
Hillsborough,11382,1,0,0,55,0,2014,1,0,103,47
Hollister,36967,136,3,19,191,3,2014,13,101,498,246
Holtville,6030,24,0,2,23,0,2014,0,22,86,53
Hughson,7089,11,0,1,50,3,2014,0,10,143,73
Huntington Beach,199152,391,1,100,643,20,2014,45,245,4238,3295
Huntington Park,59064,409,2,222,181,4,2014,17,168,1806,1031
Huron,6792,72,0,11,26,7,2014,3,58,145,80
Imperial3,16535,5,0,1,6,0,2014,0,4,46,27
Imperial Beach,27234,112,0,19,76,3,2014,8,85,416,240
Indian Wells,5211,6,1,0,40,0,2014,0,5,120,78
Indio,84540,466,8,120,549,6,2014,25,313,2210,1197
Industry,205,72,0,35,109,5,2014,3,34,1047,729
Inglewood,111997,783,20,371,582,17,2014,32,360,2740,1461
Ione,6773,6,0,0,13,1,2014,1,5,60,45
Irvine,242971,120,0,36,575,8,2014,28,56,3045,2344
Irwindale,1426,18,0,5,36,3,2014,0,13,169,103
Isleton3,825,2,0,0,12,0,2014,0,2,23,11
Jackson,4534,17,0,4,30,0,2014,1,12,113,81
Jurupa Valley,98684,287,4,84,445,5,2014,10,189,2586,1469
Kensington,5281,2,0,0,16,0,2014,1,1,46,25
Kerman3,14538,38,0,7,132,0,2014,6,25,458,255
King City,13336,55,0,6,120,3,2014,4,45,243,94
Kingsburg,11762,34,0,5,88,3,2014,4,25,318,174
La Canada Flintridge,20627,18,0,4,121,3,2014,1,13,306,177
Lafayette,25355,17,0,7,96,0,2014,2,8,439,324
Laguna Beach,23371,64,0,7,98,2,2014,4,53,462,340
Laguna Hills3,31035,45,0,11,92,1,2014,10,24,441,316
Laguna Niguel3,65033,73,1,19,100,2,2014,11,42,554,423
Laguna Woods,16480,6,0,3,9,0,2014,0,3,118,104
La Habra,61964,105,2,46,152,3,2014,7,50,1049,815
La Habra Heights,5451,8,0,0,19,0,2014,0,8,49,30
Lake Elsinore,58665,128,1,52,405,3,2014,6,69,1662,1031
Lake Forest3,79748,104,0,18,127,2,2014,19,67,682,493
Lakeport,4763,17,0,4,69,0,2014,3,10,335,254
Lake Shastina,2506,5,0,0,3,1,2014,0,5,18,15
Lakewood,81382,202,1,78,320,4,2014,7,116,1737,1191
La Mesa,59005,208,0,68,272,10,2014,16,124,1584,1143
La Mirada,49277,89,1,22,125,1,2014,4,62,635,435
Lancaster,160190,891,4,249,1140,37,2014,54,584,3661,2057
La Palma,15977,12,0,7,86,0,2014,1,4,247,142
La Puente,40583,136,1,50,88,2,2014,1,84,440,221
La Quinta,39753,87,1,33,314,5,2014,2,51,1324,954
La Verne,32067,46,0,14,169,3,2014,14,18,820,606
Lawndale,33340,157,0,49,118,2,2014,6,102,398,192
Lemon Grove3,26332,125,1,34,142,1,2014,4,86,516,297
Lemoore,25080,119,1,18,110,7,2014,18,82,660,437
Lincoln,45792,17,0,7,124,5,2014,4,6,463,303
Lindsay,13300,41,1,6,85,3,2014,0,34,243,122
Livermore,86147,236,0,31,269,21,2014,10,195,1501,1063
Livingston,13690,50,0,6,73,2,2014,2,42,245,129
Lodi,63601,290,3,97,474,6,2014,7,183,2095,1170
Loma Linda,23798,41,0,17,171,1,2014,2,22,689,342
Lomita,20677,77,1,17,83,1,2014,3,56,355,223
Lompoc,43809,153,1,19,186,12,2014,24,109,854,595
Long Beach,471123,2304,23,889,3482,78,2014,110,1282,12438,6875
Los Alamitos,11708,16,0,6,57,0,2014,2,8,204,118
Los Altos,30256,7,0,3,118,2,2014,2,2,322,193
Los Altos Hills3,8408,2,0,1,49,4,2014,0,1,73,24
Los Angeles,3906772,19171,260,7949,15070,1137,2014,1126,9836,83139,54281
Los Banos,37011,133,1,29,207,4,2014,3,100,900,606
