"","NameCity","Population","Robbery","Burglary","Years","Arson","Violent","Murder","Rape","Assault","PropertyCrime","Theft","SQmiles"
"1","Adelanto",29697,39,359,2010,13,242,4,9,190,726,273,56.01
"2","Adelanto",33693,48,190,2017,13,238,2,28,160,578,290,56.01
"3","Adelanto",28719,33,354,2007,11,153,5,7,108,758,308,56.01
"4","Adelanto",29214,30,348,2008,12,185,2,9,144,822,361,56.01
"5","Adelanto",34429,40,175,2018,19,239,0,25,174,610,336,56.01
"6","Adelanto",32138,34,410,2011,15,164,1,18,111,885,363,56.01
"7","Adelanto",34491,42,136,2019,14,276,1,20,213,459,209,56.01
"8","Adelanto",33479,48,241,2016,15,276,1,28,199,560,218,56.01
"9","Adelanto",32520,45,397,2012,15,199,1,18,135,924,380,56.01
"10","Adelanto",24579,35,238,2006,7,136,2,14,85,692,305,56.01
"11","Adelanto",30045,40,346,2009,13,272,2,8,222,797,324,56.01
"12","Adelanto",21786,23,263,2005,15,99,1,7,68,639,260,56.01
"13","Adelanto",33005,48,434,2015,24,212,2,14,148,808,254,56.01
"14","Adelanto",31213,37,422,2014,11,189,3,18,131,790,257,56.01
"15","Adelanto",31165,52,381,2013,17,198,2,15,129,886,372,56.01
"16","Agoura Hills",22318,1,59,2010,0,18,0,2,15,240,173,7.79
"17","Agoura Hills",20762,10,109,2013,7,19,0,2,7,306,185,7.79
"18","Agoura Hills",20667,1,62,2012,1,12,0,2,9,236,158,7.79
"19","Agoura Hills",21032,3,83,2016,0,15,0,2,10,253,150,7.79
"20","Agoura Hills",20970,6,82,2015,0,15,0,1,8,310,217,7.79
"21","Agoura Hills",23015,9,83,2005,2,47,0,7,31,337,230,7.79
"22","Agoura Hills",22619,9,96,2008,0,43,0,2,32,376,257,7.79
"23","Agoura Hills",20490,4,66,2019,0,21,0,6,11,306,223,7.79
"24","Agoura Hills",20744,8,64,2018,3,27,0,5,14,274,186,7.79
"25","Agoura Hills",20814,4,71,2017,4,16,0,2,10,278,187,7.79
"26","Agoura Hills",20767,3,66,2014,1,17,0,5,9,234,156,7.79
"27","Agoura Hills",20569,3,74,2011,1,15,0,1,11,255,168,7.79
"28","Agoura Hills",22966,9,76,2007,6,49,0,3,37,348,254,7.79
"29","Agoura Hills",22469,6,105,2009,6,27,0,2,19,308,192,7.79
"30","Agoura Hills",22970,7,86,2006,3,41,0,3,31,338,229,7.79
"31","Alameda",79761,133,219,2017,25,253,0,16,104,2347,1725,10.61
"32","Alameda",71016,74,389,2010,10,173,1,15,83,1964,1360,10.61
"33","Alameda",74680,94,315,2011,15,207,1,15,97,1898,1323,10.61
"34","Alameda",69998,107,325,2008,9,210,2,9,92,1875,1278,10.61
"35","Alameda",77048,62,236,2014,17,145,1,9,73,1723,1154,10.61
"36","Alameda",70445,106,304,2007,17,205,2,9,88,1976,1427,10.61
"37","Alameda",78907,94,218,2019,29,162,0,7,61,2579,1958,10.61
"38","Alameda",76206,85,287,2013,17,158,0,10,63,1902,1285,10.61
"39","Alameda",75467,80,296,2012,18,160,1,9,70,1892,1301,10.61
"40","Alameda",71608,88,367,2005,21,232,0,11,133,1959,1285,10.61
"41","Alameda",79597,68,226,2016,29,151,1,8,74,2020,1351,10.61
"42","Alameda",79951,75,196,2018,18,184,1,13,95,2123,1576,10.61
"43","Alameda",71212,81,323,2006,9,221,2,7,131,1912,1297,10.61
"44","Alameda",70372,87,325,2009,12,199,4,13,95,1955,1390,10.61
"45","Alameda",78613,61,228,2015,18,148,2,7,78,1819,1245,10.61
"46","Albany",19723,16,95,2015,0,34,1,6,11,605,447,1.79
"47","Albany",16138,40,134,2006,5,54,0,4,10,796,539,1.79
"48","Albany",19104,24,94,2013,7,29,0,1,4,557,388,1.79
"49","Albany",20083,21,105,2019,1,40,0,8,11,685,534,1.79
"50","Albany",15950,36,112,2009,17,45,0,1,8,600,381,1.79
"51","Albany",16096,24,95,2010,4,37,0,5,8,582,392,1.79
"52","Albany",15909,30,88,2008,0,50,0,3,17,650,435,1.79
"53","Albany",19975,24,62,2016,3,29,0,0,5,533,426,1.79
"54","Albany",20379,28,69,2018,3,37,1,2,6,608,492,1.79
"55","Albany",19880,28,77,2017,3,36,0,1,7,523,383,1.79
"56","Albany",15889,33,173,2007,3,45,0,3,9,776,474,1.79
"57","Albany",16324,36,136,2005,3,55,0,1,18,776,497,1.79
"58","Albany",18960,26,116,2012,4,35,0,2,7,537,346,1.79
"59","Albany",19350,24,105,2014,0,31,0,3,4,478,319,1.79
"60","Albany",18757,26,85,2011,2,37,0,4,7,476,338,1.79
"61","Alhambra",84066,57,312,2011,6,152,1,7,87,1891,1362,7.63
"62","Alhambra",85718,88,328,2018,16,193,3,14,88,1930,1346,7.63
"63","Alhambra",84837,89,259,2019,8,161,2,11,59,1749,1303,7.63
"64","Alhambra",88197,158,443,2006,14,297,1,19,119,2472,1572,7.63
"65","Alhambra",85956,133,360,2009,4,248,0,15,100,1874,1209,7.63
"66","Alhambra",84987,82,345,2010,18,185,3,8,92,2075,1460,7.63
"67","Alhambra",84710,81,344,2013,7,163,1,9,72,1774,1196,7.63
"68","Alhambra",84469,66,325,2012,9,149,0,2,81,1919,1339,7.63
"69","Alhambra",87729,192,426,2007,16,285,1,8,84,2120,1301,7.63
"70","Alhambra",86404,156,447,2008,9,276,1,8,111,2082,1270,7.63
"71","Alhambra",86035,73,422,2016,4,146,0,9,64,2107,1447,7.63
"72","Alhambra",86175,74,305,2015,6,168,1,13,80,1929,1413,7.63
"73","Alhambra",88579,154,575,2005,16,321,1,12,154,2607,1472,7.63
"74","Alhambra",84931,83,316,2014,4,168,1,19,65,1743,1203,7.63
"75","Alhambra",85865,89,363,2017,12,172,4,17,62,1877,1244,7.63
"76","Aliso Viejo",50005,4,71,2013,3,25,0,2,19,315,224,7.47
"77","Aliso Viejo",51984,8,62,2017,3,44,0,4,32,394,299,7.47
"78","Aliso Viejo",50604,5,61,2016,0,29,0,4,20,411,323,7.47
"79","Aliso Viejo",41691,8,88,2007,2,31,1,5,17,526,405,7.47
"80","Aliso Viejo",41593,18,91,2008,12,36,0,2,16,505,384,7.47
"81","Aliso Viejo",41915,2,72,2006,13,38,0,4,32,436,324,7.47
"82","Aliso Viejo",48999,6,102,2012,0,43,0,0,37,415,300,7.47
"83","Aliso Viejo",48385,8,75,2011,2,30,0,2,20,437,349,7.47
"84","Aliso Viejo",50671,5,45,2014,1,35,1,5,24,273,211,7.47
"85","Aliso Viejo",52247,13,57,2019,1,27,1,3,10,433,351,7.47
"86","Aliso Viejo",41740,15,57,2009,9,37,0,4,18,438,367,7.47
"87","Aliso Viejo",41743,8,115,2005,7,32,2,3,19,553,394,7.47
"88","Aliso Viejo",41989,8,87,2010,3,37,0,4,25,439,324,7.47
"89","Aliso Viejo",52183,10,66,2018,1,43,0,11,22,445,348,7.47
"90","Aliso Viejo",50751,3,53,2015,1,32,0,5,24,363,276,7.47
"91","Alturas",2681,2,23,2013,0,28,1,4,21,71,46,2.43
"92","Alturas",2501,3,27,2018,1,24,0,0,21,76,38,2.43
"93","Alturas",2491,3,31,2017,2,39,2,2,32,129,88,2.43
"94","Alturas",2733,0,28,2010,1,5,0,2,3,63,30,2.43
"95","Alturas",2566,2,9,2015,4,35,0,13,20,61,48,2.43
"96","Alturas",2860,2,15,2011,4,18,0,3,13,54,36,2.43
"97","Alturas",2802,3,22,2012,3,36,1,4,28,62,38,2.43
"98","Alturas",2471,1,14,2019,0,10,0,2,7,30,13,2.43
"99","Alturas",2928,2,27,2006,3,16,0,4,10,93,56,2.43
"100","Alturas",2549,1,34,2016,0,22,0,5,16,116,74,2.43
"101","Alturas",2924,0,28,2007,2,5,1,0,4,90,58,2.43
"102","Alturas",2615,1,32,2014,1,29,4,3,21,89,51,2.43
"103","Alturas",2778,0,11,2009,1,2,0,0,2,56,39,2.43
"104","Alturas",2948,0,17,2005,3,9,0,5,4,61,42,2.43
"105","Alturas",2784,2,16,2008,1,25,0,3,20,71,50,2.43
"106","American Canyon",20746,15,58,2016,2,68,0,7,46,409,295,4.84
"107","American Canyon",20593,14,85,2017,2,49,0,5,30,413,272,4.84
"108","American Canyon",20379,16,98,2014,0,55,0,2,37,568,439,4.84
"109","American Canyon",19873,26,119,2012,1,64,0,8,30,616,448,4.84
"110","American Canyon",19683,19,126,2011,1,44,0,3,22,527,356,4.84
"111","American Canyon",20068,31,91,2013,2,54,0,4,19,510,387,4.84
"112","American Canyon",17321,19,137,2008,0,53,0,2,32,517,331,4.84
"113","American Canyon",17053,14,100,2007,2,51,3,1,33,433,283,4.84
"114","American Canyon",17507,20,100,2010,1,38,0,2,16,515,375,4.84
"115","American Canyon",13979,9,91,2005,4,32,0,2,21,341,201,4.84
"116","American Canyon",17259,31,107,2009,2,59,0,2,26,516,354,4.84
"117","American Canyon",20687,21,97,2015,2,58,1,7,29,634,493,4.84
"118","American Canyon",20339,13,54,2018,0,56,0,8,35,405,311,4.84
"119","American Canyon",15469,11,76,2006,2,28,0,3,14,270,155,4.84
"120","American Canyon",20452,7,59,2019,3,53,0,7,39,454,368,4.84
"136","Anderson",10444,5,167,2005,0,61,0,9,47,429,231,6.37
"137","Anderson",10056,11,144,2012,1,87,0,6,70,606,368,6.37
"138","Anderson",10049,10,81,2011,4,75,1,3,61,417,298,6.37
"139","Anderson",10098,9,147,2013,5,63,0,8,46,721,454,6.37
"140","Anderson",10433,12,89,2018,4,64,1,6,45,388,201,6.37
"141","Anderson",10281,3,124,2017,4,43,0,6,34,492,267,6.37
"142","Anderson",10851,10,90,2010,2,77,0,5,62,510,394,6.37
"143","Anderson",10718,12,137,2009,1,79,0,11,56,507,343,6.37
"144","Anderson",10273,6,51,2016,7,92,2,8,76,452,315,6.37
"145","Anderson",10623,6,110,2006,2,35,0,3,26,441,298,6.37
"146","Anderson",10629,3,107,2007,3,45,1,4,37,438,310,6.37
"147","Anderson",10739,10,162,2008,2,90,0,14,66,563,377,6.37
"148","Anderson",10545,12,63,2019,1,61,1,5,43,363,208,6.37
"149","Anderson",10176,11,100,2014,0,96,1,10,74,617,440,6.37
"150","Anderson",10277,9,60,2015,2,88,0,4,75,474,358,6.37
"151","Angels Camp",3909,1,19,2019,0,6,0,2,3,74,45,8.73
"152","Angels Camp",3808,0,22,2018,0,10,0,0,10,80,50,8.73
"153","Angels Camp",3779,0,13,2017,0,7,0,1,6,57,36,8.73
"154","Angels Camp",3755,0,8,2016,0,9,0,2,7,37,23,8.73
"155","Antioch",101537,285,840,2006,56,657,10,35,327,2844,1124,28.35
"156","Antioch",100702,398,923,2008,38,875,8,29,440,2850,1241,28.35
"157","Antioch",101243,315,824,2009,40,897,5,40,537,2653,1082,28.35
"158","Antioch",101593,232,733,2005,44,553,10,28,283,2920,1269,28.35
"159","Antioch",112641,238,511,2019,59,648,12,55,343,3199,2078,28.35
"160","Antioch",101973,411,1027,2007,50,860,10,27,412,3122,1146,28.35
"161","Antioch",105009,372,1741,2012,51,1068,10,29,657,4757,1920,28.35
"162","Antioch",112956,213,641,2018,92,602,7,56,326,3330,2087,28.35
"163","Antioch",112252,230,589,2017,75,607,10,51,316,3838,2261,28.35
"164","Antioch",102125,313,1087,2010,36,864,13,32,506,3096,1049,28.35
"165","Antioch",110537,280,862,2015,36,771,7,53,431,3912,2026,28.35
"166","Antioch",103575,290,1335,2011,56,818,5,21,502,3873,1571,28.35
"167","Antioch",112090,293,762,2016,56,760,9,55,403,3690,2012,28.35
"168","Antioch",106447,352,1351,2013,57,946,12,25,557,4440,1872,28.35
"169","Antioch",108223,320,1317,2014,43,849,9,54,466,4190,1850,28.35
"170","Apple Valley",70823,65,694,2012,20,221,3,7,146,1874,977,73.19
"171","Apple Valley",72173,50,427,2015,14,234,1,15,168,1878,1187,73.19
"172","Apple Valley",71211,78,535,2007,16,269,2,22,167,1902,1117,73.19
"173","Apple Valley",71329,53,573,2014,33,212,2,18,139,1654,866,73.19
"174","Apple Valley",69948,53,685,2011,16,157,4,16,84,1952,1052,73.19
"175","Apple Valley",65743,74,652,2006,25,247,2,17,154,2103,1077,73.19
"176","Apple Valley",73105,63,299,2017,7,231,4,19,145,1565,986,73.19
"177","Apple Valley",72591,79,570,2008,19,338,3,17,239,1791,1015,73.19
"178","Apple Valley",63055,43,603,2005,11,253,4,20,186,2224,1227,73.19
"179","Apple Valley",71159,58,596,2013,22,185,3,12,112,1594,775,73.19
"180","Apple Valley",72200,54,557,2009,10,266,1,20,191,1764,1003,73.19
"181","Apple Valley",71834,58,592,2010,14,188,2,22,106,1889,1107,73.19
"182","Apple Valley",73631,55,279,2018,15,227,5,17,150,1459,917,73.19
"183","Apple Valley",74051,68,230,2019,11,339,4,19,248,1105,660,73.19
"184","Apple Valley",72757,74,417,2016,17,314,4,26,210,1735,1064,73.19
"185","Arcadia",58816,44,520,2016,5,83,2,4,33,1642,1045,10.93
"186","Arcadia",56465,36,364,2010,3,88,1,5,46,1737,1267,10.93
"187","Arcadia",56967,71,375,2007,1,156,2,9,74,1704,1183,10.93
"188","Arcadia",56596,50,329,2009,3,115,0,5,60,1633,1172,10.93
"189","Arcadia",57027,24,408,2011,4,68,1,5,38,1699,1206,10.93
"190","Arcadia",56605,62,343,2008,9,128,2,4,60,1550,1084,10.93
"191","Arcadia",57855,37,376,2013,3,77,0,1,39,1518,1080,10.93
"192","Arcadia",59151,41,372,2018,5,76,1,8,26,1420,969,10.93
"193","Arcadia",57295,22,339,2012,1,57,0,1,34,1388,975,10.93
"194","Arcadia",58694,31,316,2015,3,68,1,6,30,1272,892,10.93
"195","Arcadia",56659,73,409,2006,3,157,1,5,78,1783,1208,10.93
"196","Arcadia",57950,24,276,2014,2,60,1,7,28,1159,839,10.93
"197","Arcadia",58899,35,301,2019,3,84,1,10,38,1348,973,10.93
"198","Arcadia",56364,61,433,2005,5,136,2,7,66,1849,1254,10.93
"199","Arcadia",58883,56,485,2017,0,110,0,7,47,1534,957,10.93
"200","Arcata",18073,14,89,2018,12,64,1,15,34,665,512,9.1
"201","Arcata",17789,11,160,2015,18,54,2,7,34,670,443,9.1
"202","Arcata",17748,19,144,2014,15,78,0,13,46,702,499,9.1
"203","Arcata",18332,16,122,2019,21,72,1,12,43,605,425,9.1
"204","Arcata",17805,15,147,2013,14,67,3,7,42,841,634,9.1
"205","Arcata",17041,11,252,2005,4,48,0,6,31,854,519,9.1
"206","Arcata",17434,12,74,2011,20,48,0,5,31,624,499,9.1
"207","Arcata",18054,20,107,2017,17,64,1,7,36,705,487,9.1
"208","Arcata",17172,14,172,2010,15,40,0,6,20,648,444,9.1
"209","Arcata",17093,10,126,2009,2,50,0,8,32,655,490,9.1
"210","Arcata",17066,17,182,2006,1,55,0,4,34,699,474,9.1
"211","Arcata",17073,13,164,2008,7,43,0,1,29,565,368,9.1
"212","Arcata",17913,22,129,2016,6,82,0,6,54,667,461,9.1
"213","Arcata",17408,20,165,2012,7,54,0,2,32,754,515,9.1
"214","Arcata",16929,10,146,2007,4,51,0,4,37,524,353,9.1
"215","Arroyo Grande",18188,7,35,2019,3,27,0,2,18,275,219,5.84
"216","Arroyo Grande",17051,6,81,2008,1,29,0,8,15,375,266,5.84
"217","Arroyo Grande",18280,9,53,2016,3,35,0,6,20,334,262,5.84
"218","Arroyo Grande",17829,7,82,2014,2,52,0,1,44,356,243,5.84
"219","Arroyo Grande",17634,4,137,2013,0,31,0,5,22,455,288,5.84
"220","Arroyo Grande",18071,6,83,2015,0,35,0,2,27,418,299,5.84
"221","Arroyo Grande",16462,7,67,2006,5,48,1,4,36,375,295,5.84
"222","Arroyo Grande",16485,3,46,2007,1,26,0,8,15,366,300,5.84
"223","Arroyo Grande",17358,5,76,2010,2,25,0,3,17,317,224,5.84
"224","Arroyo Grande",16290,6,86,2005,1,43,0,3,34,415,300,5.84
"225","Arroyo Grande",18239,5,53,2017,2,32,0,3,24,311,226,5.84
"226","Arroyo Grande",17568,1,123,2012,6,60,0,1,58,358,210,5.84
"227","Arroyo Grande",17455,4,88,2011,13,23,0,0,19,344,238,5.84
"228","Arroyo Grande",18244,3,37,2018,4,24,0,3,18,286,225,5.84
"229","Arroyo Grande",17323,9,83,2009,5,24,0,4,11,368,269,5.84
"230","Artesia",16793,27,70,2012,1,60,1,1,31,262,164,1.62
"231","Artesia",16788,26,86,2014,1,49,0,1,22,294,160,1.62
"232","Artesia",16988,30,99,2015,3,84,0,2,52,468,258,1.62
"233","Artesia",16779,28,90,2019,0,72,1,2,41,284,161,1.62
"234","Artesia",16348,27,97,2008,1,69,3,2,37,327,154,1.62
"235","Artesia",16822,42,65,2006,2,95,2,5,46,276,160,1.62
"236","Artesia",16893,33,98,2005,7,118,1,4,80,338,173,1.62
"237","Artesia",17049,30,198,2016,1,89,2,1,56,622,350,1.62
"238","Artesia",16933,31,153,2017,2,103,2,2,68,460,236,1.62
"239","Artesia",16146,33,81,2010,1,64,0,3,28,265,140,1.62
"240","Artesia",16716,31,97,2011,0,66,0,1,34,327,185,1.62
"241","Artesia",16959,34,107,2018,1,82,1,3,44,335,180,1.62
"242","Artesia",16734,28,91,2013,1,63,2,0,33,323,177,1.62
"243","Artesia",16607,43,98,2007,5,86,1,4,38,345,183,1.62
"244","Artesia",16226,20,73,2009,3,49,0,2,27,288,163,1.62
"245","Arvin",15219,23,278,2008,22,124,1,6,94,757,360,4.82
"246","Arvin",19531,15,164,2011,18,165,1,0,149,529,250,4.82
"247","Arvin",14857,27,166,2006,21,68,1,3,37,667,424,4.82
"248","Arvin",21195,17,170,2016,18,191,2,3,169,634,279,4.82
"249","Arvin",15320,21,244,2009,14,158,2,1,134,639,306,4.82
"250","Arvin",20541,19,165,2014,14,177,2,4,152,483,230,4.82
"251","Arvin",20902,14,143,2015,16,149,3,1,131,457,201,4.82
"252","Arvin",19761,14,267,2012,21,165,3,5,143,671,317,4.82
"253","Arvin",15228,25,146,2007,30,105,0,2,78,643,397,4.82
"254","Arvin",20390,16,323,2013,15,153,2,1,134,744,308,4.82
"255","Arvin",15410,19,186,2010,14,187,0,1,167,500,232,4.82
"256","Arvin",21390,23,72,2017,5,229,6,8,192,453,242,4.82
"257","Arvin",21560,27,89,2018,20,207,3,7,170,382,172,4.82
"258","Arvin",14500,6,189,2005,12,44,2,4,32,783,482,4.82
"259","Arvin",21811,16,115,2019,16,196,3,3,174,437,178,4.82
"260","Atascadero",29268,8,102,2014,3,72,0,12,52,448,317,25.64
"261","Atascadero",30579,7,96,2019,3,65,0,7,51,493,360,25.64
"262","Atascadero",28643,8,165,2011,3,67,0,11,48,702,502,25.64
"263","Atascadero",30716,9,63,2018,3,99,0,15,75,428,330,25.64
"264","Atascadero",27465,8,140,2007,18,106,1,11,86,565,400,25.64
"265","Atascadero",30108,7,109,2016,6,83,1,11,64,501,345,25.64
"266","Atascadero",29316,15,119,2015,5,90,0,11,64,475,323,25.64
"267","Atascadero",28200,15,156,2008,3,81,1,13,52,544,354,25.64
"268","Atascadero",28675,10,121,2009,10,65,1,11,43,532,380,25.64
"269","Atascadero",28825,10,160,2012,9,192,0,21,161,658,451,25.64
"270","Atascadero",27338,10,118,2005,2,113,0,12,91,607,431,25.64
"271","Atascadero",28468,8,152,2010,5,79,0,10,61,620,435,25.64
"272","Atascadero",30661,18,96,2017,3,107,0,8,81,518,395,25.64
"273","Atascadero",27374,13,130,2006,6,72,0,2,57,661,496,25.64
"274","Atascadero",28938,24,119,2013,7,97,1,12,60,544,400,25.64
"275","Atherton",7352,2,51,2008,6,38,0,1,35,230,172,5.02
"276","Atherton",7430,4,42,2009,0,21,0,0,17,204,153,5.02
"277","Atherton",7285,2,31,2018,0,5,0,3,0,107,73,5.02
"278","Atherton",7222,4,32,2019,0,12,0,2,6,110,74,5.02
"279","Atherton",7205,2,30,2015,1,3,0,1,0,86,54,5.02
"280","Atherton",7060,3,27,2012,0,6,0,0,3,124,97,5.02
"281","Atherton",6995,0,11,2011,2,3,0,0,3,135,121,5.02
"282","Atherton",7278,1,34,2013,1,10,0,1,8,115,78,5.02
"283","Atherton",7307,2,34,2007,2,12,0,0,10,205,167,5.02
"284","Atherton",7256,0,12,2017,0,4,0,3,1,75,61,5.02
"285","Atherton",7218,1,14,2016,0,3,0,1,1,104,84,5.02
"286","Atherton",7174,8,50,2005,0,22,0,2,12,219,164,5.02
"287","Atherton",7221,0,31,2014,0,3,0,1,2,75,42,5.02
"288","Atherton",7242,2,32,2006,7,15,0,2,11,168,131,5.02
"289","Atherton",7527,4,28,2010,0,21,0,3,14,136,107,5.02
"290","Atwater",27450,24,296,2008,17,156,2,7,123,1141,720,6.09
"291","Atwater",29219,26,167,2015,10,197,3,8,160,1099,757,6.09
"292","Atwater",27762,22,260,2007,8,103,1,8,72,1021,681,6.09
"293","Atwater",27351,25,305,2006,14,96,1,4,66,1022,607,6.09
"294","Atwater",28499,37,355,2011,14,129,0,5,87,1230,773,6.09
"295","Atwater",26495,23,322,2010,14,114,4,6,81,1128,700,6.09
"296","Atwater",28891,32,440,2012,8,180,2,8,138,1400,773,6.09
"297","Atwater",29632,22,140,2019,0,206,1,10,173,1031,708,6.09
"298","Atwater",28906,22,361,2013,5,182,1,7,152,1323,804,6.09
"299","Atwater",29437,27,190,2016,16,203,1,8,167,1006,670,6.09
"300","Atwater",29565,21,163,2018,16,179,2,6,150,910,561,6.09
"301","Atwater",29442,23,185,2017,7,188,0,7,158,951,649,6.09
"302","Atwater",26545,13,255,2005,7,108,5,6,84,1086,694,6.09
"303","Atwater",28961,25,240,2014,2,182,0,9,148,1024,684,6.09
"304","Atwater",26966,21,414,2009,15,138,2,8,107,1338,822,6.09
"305","Auburn",13072,5,72,2007,2,49,0,2,42,373,260,7.14
"306","Auburn",13084,8,58,2008,5,47,0,5,34,363,263,7.14
"307","Auburn",13432,14,60,2010,5,59,0,7,38,291,189,7.14
"308","Auburn",14201,5,72,2019,5,50,0,8,37,237,146,7.14
"309","Auburn",14094,9,51,2018,3,72,0,3,60,192,123,7.14
"310","Auburn",13487,10,58,2011,0,52,1,3,38,297,202,7.14
"311","Auburn",14069,5,58,2017,3,54,2,5,42,271,175,7.14
"312","Auburn",12860,2,88,2005,2,55,0,3,50,385,249,7.14
"313","Auburn",14118,7,56,2015,0,45,0,2,36,260,178,7.14
"314","Auburn",13779,13,86,2013,7,49,0,2,34,302,190,7.14
"315","Auburn",13028,3,105,2006,6,65,1,5,56,433,267,7.14
"316","Auburn",14078,6,64,2016,2,67,1,5,55,305,199,7.14
"317","Auburn",13306,8,52,2009,4,53,0,4,41,284,191,7.14
"318","Auburn",14042,8,65,2014,1,44,1,2,33,295,193,7.14
"319","Auburn",13787,8,61,2012,1,44,0,5,31,249,156,7.14
"320","Avalon",3769,0,9,2018,0,4,0,1,3,41,27,2.94
"321","Avalon",3382,3,33,2005,0,20,0,1,16,159,68,2.94
"322","Avalon",3773,0,13,2017,0,20,0,4,16,58,35,2.94
"323","Avalon",3087,0,21,2010,0,24,0,0,24,75,38,2.94
"324","Avalon",3813,0,2,2016,0,10,0,2,8,37,34,2.94
"325","Avalon",3722,0,7,2019,0,10,0,2,8,40,28,2.94
"326","Avalon",3777,2,13,2013,1,4,0,0,2,88,57,2.94
"327","Avalon",3098,2,21,2009,2,26,0,0,24,89,52,2.94
"328","Avalon",3795,3,11,2012,0,13,0,0,10,64,41,2.94
"329","Avalon",3121,3,21,2008,2,45,0,0,42,109,61,2.94
"330","Avalon",3364,2,44,2006,2,27,0,2,23,193,85,2.94
"331","Avalon",3772,2,13,2011,0,18,0,0,16,51,29,2.94
"332","Avalon",3325,5,41,2007,1,39,0,2,32,162,82,2.94
"333","Avalon",3820,1,12,2015,0,12,0,2,9,56,39,2.94
"334","Avalon",3784,1,25,2014,1,20,0,3,16,89,55,2.94
"335","Avenal",15687,8,92,2011,2,69,1,3,57,184,82,19.42
"336","Avenal",17711,8,71,2008,7,77,0,2,67,168,81,19.42
"337","Avenal",12859,4,58,2015,0,25,2,1,18,196,118,19.42
"338","Avenal",17451,7,133,2009,5,71,1,4,59,224,79,19.42
"339","Avenal",12084,1,43,2018,0,44,1,2,40,118,57,19.42
"340","Avenal",12054,5,62,2017,4,66,1,8,52,149,65,19.42
"341","Avenal",17175,8,44,2007,4,44,0,2,34,133,76,19.42
"342","Avenal",14712,6,63,2013,2,62,0,4,52,147,67,19.42
"343","Avenal",12941,3,86,2016,1,32,3,5,21,176,72,19.42
"344","Avenal",12991,3,26,2019,0,69,0,7,59,58,28,19.42
"345","Avenal",16792,3,66,2005,3,46,0,0,43,166,92,19.42
"346","Avenal",13914,7,53,2014,1,18,0,0,11,154,79,19.42
"347","Avenal",16523,8,63,2010,10,57,2,2,45,143,66,19.42
"348","Avenal",16781,2,50,2006,3,53,0,2,49,138,76,19.42
"349","Avenal",15704,5,54,2012,1,53,1,4,43,132,66,19.42
"350","Azusa",50393,46,261,2016,6,175,1,18,110,1139,695,9.66
"351","Azusa",46840,68,250,2008,10,208,2,7,131,1304,823,9.66
"352","Azusa",49431,49,232,2015,7,173,2,13,109,1212,784,9.66
"353","Azusa",50202,44,251,2017,14,147,1,16,86,1203,729,9.66
"354","Azusa",47703,47,269,2005,5,198,0,15,136,1297,738,9.66
"355","Azusa",47078,78,281,2009,2,245,1,10,156,1222,751,9.66
"356","Azusa",47754,36,256,2013,6,246,2,4,204,1098,671,9.66
"357","Azusa",46906,49,277,2011,4,239,0,14,176,1048,641,9.66
"358","Azusa",50405,46,174,2019,12,144,5,17,76,959,646,9.66
"359","Azusa",50393,63,221,2018,9,193,3,25,102,1122,716,9.66
"360","Azusa",48224,30,270,2014,8,165,0,12,123,1065,665,9.66
"361","Azusa",47544,43,292,2006,2,185,1,10,131,1468,923,9.66
"362","Azusa",47111,41,306,2012,4,220,1,6,172,1204,737,9.66
"363","Azusa",47403,56,207,2007,8,206,1,11,138,1273,818,9.66
"364","Azusa",46824,63,276,2010,1,226,2,11,150,1136,731,9.66
"380","Baldwin Park",76644,73,335,2012,3,261,2,5,181,1585,861,6.63
"381","Baldwin Park",76636,89,290,2017,6,348,3,26,230,1405,788,6.63
"382","Baldwin Park",76933,56,317,2014,9,219,2,7,154,1342,709,6.63
"383","Baldwin Park",79571,123,363,2006,10,323,6,11,183,2046,882,6.63
"384","Baldwin Park",77400,73,356,2016,8,291,5,31,182,1514,818,6.63
"385","Baldwin Park",76745,74,280,2013,8,220,5,6,135,1370,727,6.63
"386","Baldwin Park",75862,50,196,2019,5,188,1,24,113,1110,606,6.63
"387","Baldwin Park",79411,100,439,2005,13,353,5,14,234,2103,1036,6.63
"388","Baldwin Park",78943,105,392,2007,16,281,8,15,153,1914,814,6.63
"389","Baldwin Park",76276,90,315,2011,6,242,1,9,142,1601,883,6.63
"390","Baldwin Park",78031,106,356,2008,10,267,8,9,144,1759,812,6.63
"391","Baldwin Park",77127,102,306,2010,11,253,2,8,141,1752,940,6.63
"392","Baldwin Park",77539,112,365,2009,16,295,4,9,170,1661,760,6.63
"393","Baldwin Park",76541,71,240,2018,1,287,3,35,178,1386,843,6.63
"394","Baldwin Park",77538,77,243,2015,5,299,1,34,187,1442,868,6.63
"395","Banning",29572,39,305,2006,0,203,4,9,151,876,443,23.1
"396","Banning",29568,29,232,2009,0,161,0,12,120,570,255,23.1
"397","Banning",31451,28,191,2018,0,135,6,17,84,531,217,23.1
"398","Banning",31030,29,248,2015,0,197,8,29,131,608,221,23.1
"399","Banning",31450,27,179,2019,0,136,2,16,91,532,210,23.1
"400","Banning",29563,32,278,2010,0,155,3,7,113,546,205,23.1
"401","Banning",31247,17,254,2017,0,151,3,14,117,667,255,23.1
"402","Banning",28876,40,510,2005,0,192,0,11,141,1169,520,23.1
"403","Banning",30503,26,355,2013,0,129,2,9,92,808,323,23.1
